contrast,cluster,metric,delta,lower,upper,B_requested,B_valid,B_invalid,count_delta_le0,count_delta_ge0,p_two_sided,p_formula,minimum_p_resolution,uncertainty,estimator,model_lower,model_upper,comparator_lower,comparator_upper,scenario
scenario_history_cap_50,student,ECE15,0.001462457871324388,-0.02105828872969112,0.024112547098859405,5000,5000,0,2159,2841,0.8638272345530894,"min(1, 2*(min(count<=0,count>=0)+1)/(B_valid+1))",0.0003999200159968006,conditional on fixed fitted predictions; seed variability separate,paired cluster multiplicity weights,0.031086173294083832,0.06654261547819315,0.02900490519648693,0.06472401545113701,history_cap_50
scenario_learner_feedback,student,ROC_AUC,0.0027913208947711876,0.0021633702293684747,0.0034624911277109562,5000,5000,0,0,5000,0.0003999200159968006,"min(1, 2*(min(count<=0,count>=0)+1)/(B_valid+1))",0.0003999200159968006,conditional on fixed fitted predictions; seed variability separate,paired cluster multiplicity weights,0.7540427067544937,0.7710423067722109,0.7510782425138511,0.7685386222491228,learner_feedback
scenario_learner_feedback,student,Log_Loss,-0.001958210450753284,-0.00248207918401106,-0.0014488201787293906,5000,5000,0,5000,0,0.0003999200159968006,"min(1, 2*(min(count<=0,count>=0)+1)/(B_valid+1))",0.0003999200159968006,conditional on fixed fitted predictions; seed variability separate,paired cluster multiplicity weights,0.5347966761271999,0.5560605657172162,0.5366024900968019,0.5581768876882963,learner_feedback
scenario_learner_feedback,student,Brier,-0.000873359725584083,-0.0010877755472586451,-0.0006614572864366508,5000,5000,0,5000,0,0.0003999200159968006,"min(1, 2*(min(count<=0,count>=0)+1)/(B_valid+1))",0.0003999200159968006,conditional on fixed fitted predictions; seed variability separate,paired cluster multiplicity weights,0.18048493747746347,0.1888963434299822,0.18131084687738175,0.18979975685798722,learner_feedback
scenario_learner_feedback,student,ECE15,0.0019325288498165697,-0.000328500454939713,0.003330830155634089,5000,5000,0,249,4751,0.09998000399920016,"min(1, 2*(min(count<=0,count>=0)+1)/(B_valid+1))",0.0003999200159968006,conditional on fixed fitted predictions; seed variability separate,paired cluster multiplicity weights,0.006163182294686952,0.011044480861589136,0.004839944110243124,0.009309397515751923,learner_feedback
scenario_no_feedback,student,ROC_AUC,0.006141348064298224,0.0043630701934984474,0.008054627905076592,5000,5000,0,0,5000,0.0003999200159968006,"min(1, 2*(min(count<=0,count>=0)+1)/(B_valid+1))",0.0003999200159968006,conditional on fixed fitted predictions; seed variability separate,paired cluster multiplicity weights,0.6637690617008626,0.6888246991087964,0.6572303273283331,0.6828932561214673,no_feedback
scenario_no_feedback,student,Log_Loss,-0.0024214956779123886,-0.0034367255860619393,-0.0014075294535771284,5000,5000,0,5000,0,0.0003999200159968006,"min(1, 2*(min(count<=0,count>=0)+1)/(B_valid+1))",0.0003999200159968006,conditional on fixed fitted predictions; seed variability separate,paired cluster multiplicity weights,0.5940249853244061,0.6191329797139618,0.5964072745142712,0.6216120753374087,no_feedback
scenario_no_feedback,student,Brier,-0.0009797867266524707,-0.0013721016278713098,-0.000607886292866975,5000,5000,0,5000,0,0.0003999200159968006,"min(1, 2*(min(count<=0,count>=0)+1)/(B_valid+1))",0.0003999200159968006,conditional on fixed fitted predictions; seed variability separate,paired cluster multiplicity weights,0.2042413855873345,0.21487665183528482,0.2052014110683023,0.21584078238996793,no_feedback
scenario_no_feedback,student,ECE15,0.001223194132600941,-0.00040445385877119016,0.003199945668684038,5000,5000,0,277,4723,0.11117776444711058,"min(1, 2*(min(count<=0,count>=0)+1)/(B_valid+1))",0.0003999200159968006,conditional on fixed fitted predictions; seed variability separate,paired cluster multiplicity weights,0.029969629254128632,0.049052110234063334,0.028523867538203927,0.04747889397089412,no_feedback
scenario_outcome_free,student,ROC_AUC,0.006848061309068676,0.00487901429497131,0.008914815281050311,5000,5000,0,0,5000,0.0003999200159968006,"min(1, 2*(min(count<=0,count>=0)+1)/(B_valid+1))",0.0003999200159968006,conditional on fixed fitted predictions; seed variability separate,paired cluster multiplicity weights,0.6632010138672433,0.6880937760365391,0.6558317231247071,0.6815422806961955,outcome_free
scenario_outcome_free,student,Log_Loss,-0.0026335238225909663,-0.003701217857141456,-0.0015688966679517724,5000,5000,0,5000,0,0.0003999200159968006,"min(1, 2*(min(count<=0,count>=0)+1)/(B_valid+1))",0.0003999200159968006,conditional on fixed fitted predictions; seed variability separate,paired cluster multiplicity weights,0.5930358621823392,0.6174387814393474,0.595677370107102,0.6201980340367768,outcome_free
scenario_outcome_free,student,Brier,-0.0010205745347988127,-0.0014252000841807396,-0.0006181560263491509,5000,5000,0,5000,0,0.0003999200159968006,"min(1, 2*(min(count<=0,count>=0)+1)/(B_valid+1))",0.0003999200159968006,conditional on fixed fitted predictions; seed variability separate,paired cluster multiplicity weights,0.2038450755586567,0.21423648016817565,0.20490491601767363,0.2152097103923581,outcome_free
scenario_outcome_free,student,ECE15,0.0015764144612405925,-1.332236825316834e-05,0.0038621280585831056,5000,5000,0,134,4866,0.05398920215956809,"min(1, 2*(min(count<=0,count>=0)+1)/(B_valid+1))",0.0003999200159968006,conditional on fixed fitted predictions; seed variability separate,paired cluster multiplicity weights,0.024081854643966814,0.04282498116976565,0.02236445050772516,0.04075906375518689,outcome_free
