contrast,cluster,metric,delta,lower,upper,B_requested,B_valid,B_invalid,count_delta_le0,count_delta_ge0,p_two_sided,p_formula,minimum_p_resolution,uncertainty,estimator,model_lower,model_upper,comparator_lower,comparator_upper,group_field,group,N
subgroup_primary_subject_id_55,student,ECE15,-0.00420980588772344,-0.018676110671353077,0.012925864430673522,5000,5000,0,3148,1852,0.7410517896420716,"min(1, 2*(min(count<=0,count>=0)+1)/(B_valid+1))",0.0003999200159968006,conditional on fixed fitted predictions; seed variability separate,paired cluster multiplicity weights,0.02474377530630342,0.05405418830831559,0.02706653260034702,0.05724669520015229,primary_subject_id,211,1756
subgroup_primary_subject_id_56,student,ROC_AUC,0.0017904293887130995,-0.0034320361890086137,0.007238669557769034,5000,5000,0,1223,3779,0.489502099580084,"min(1, 2*(min(count<=0,count>=0)+1)/(B_valid+1))",0.0003999200159968006,conditional on fixed fitted predictions; seed variability separate,paired cluster multiplicity weights,0.7900566584609069,0.8559584794423919,0.7875833776644062,0.854711090303097,primary_subject_id,213,1353
subgroup_primary_subject_id_56,student,Log_Loss,-0.0016444993747182224,-0.005982405064458611,0.002539818496505779,5000,5000,0,3858,1142,0.45710857828434315,"min(1, 2*(min(count<=0,count>=0)+1)/(B_valid+1))",0.0003999200159968006,conditional on fixed fitted predictions; seed variability separate,paired cluster multiplicity weights,0.41082087757981567,0.5069991351723065,0.4115493522111332,0.509488524060239,primary_subject_id,213,1353
subgroup_primary_subject_id_56,student,Brier,-0.0008405247452485665,-0.0024812732132843225,0.0007277340040278119,5000,5000,0,4234,766,0.3067386522695461,"min(1, 2*(min(count<=0,count>=0)+1)/(B_valid+1))",0.0003999200159968006,conditional on fixed fitted predictions; seed variability separate,paired cluster multiplicity weights,0.1326856838423152,0.1705437355302464,0.13329568881334955,0.17145943870286334,primary_subject_id,213,1353
subgroup_primary_subject_id_56,student,ECE15,-0.008677039071195616,-0.024933067466101758,0.010844523978103603,5000,5000,0,3968,1032,0.41311737652469505,"min(1, 2*(min(count<=0,count>=0)+1)/(B_valid+1))",0.0003999200159968006,conditional on fixed fitted predictions; seed variability separate,paired cluster multiplicity weights,0.030920106097353614,0.0655750925313587,0.038122615837664985,0.07322901122835292,primary_subject_id,213,1353
subgroup_primary_subject_id_57,student,ROC_AUC,0.0025704557713052134,-0.004216735554720183,0.009079583063913923,5000,5000,0,1121,3879,0.4487102579484103,"min(1, 2*(min(count<=0,count>=0)+1)/(B_valid+1))",0.0003999200159968006,conditional on fixed fitted predictions; seed variability separate,paired cluster multiplicity weights,0.7183231240834259,0.7822471073584524,0.7155708291594745,0.7797181466390494,primary_subject_id,219,1375
subgroup_primary_subject_id_57,student,Log_Loss,-0.0018547156908725881,-0.007232142350255202,0.0036062719175244773,5000,5000,0,3727,1273,0.509498100379924,"min(1, 2*(min(count<=0,count>=0)+1)/(B_valid+1))",0.0003999200159968006,conditional on fixed fitted predictions; seed variability separate,paired cluster multiplicity weights,0.5027200106871691,0.5710632591414767,0.5046288981856613,0.5726073902476949,primary_subject_id,219,1375
subgroup_primary_subject_id_57,student,Brier,-0.0011423019734209672,-0.0033642494282512168,0.0011225190143063157,5000,5000,0,4186,814,0.3259348130373925,"min(1, 2*(min(count<=0,count>=0)+1)/(B_valid+1))",0.0003999200159968006,conditional on fixed fitted predictions; seed variability separate,paired cluster multiplicity weights,0.16868162522037866,0.1957881950431033,0.16987786988956607,0.19690517110073325,primary_subject_id,219,1375
subgroup_primary_subject_id_57,student,ECE15,-0.004813389047937131,-0.023456246964586588,0.013654572296504337,5000,5000,0,3568,1432,0.5730853829234153,"min(1, 2*(min(count<=0,count>=0)+1)/(B_valid+1))",0.0003999200159968006,conditional on fixed fitted predictions; seed variability separate,paired cluster multiplicity weights,0.026777482034616225,0.05963987467660703,0.03023783704246486,0.06581660390908556,primary_subject_id,219,1375
subgroup_primary_subject_id_58,student,ROC_AUC,0.010567576144186575,0.005379706486317998,0.01610741362406673,5000,5000,0,0,5000,0.0003999200159968006,"min(1, 2*(min(count<=0,count>=0)+1)/(B_valid+1))",0.0003999200159968006,conditional on fixed fitted predictions; seed variability separate,paired cluster multiplicity weights,0.7369166143623745,0.7947543751864464,0.7259954669066069,0.7851711144550364,primary_subject_id,220,1640
subgroup_primary_subject_id_58,student,Log_Loss,-0.008490891587280003,-0.01304879981476284,-0.003944508602850787,5000,5000,0,5000,0,0.0003999200159968006,"min(1, 2*(min(count<=0,count>=0)+1)/(B_valid+1))",0.0003999200159968006,conditional on fixed fitted predictions; seed variability separate,paired cluster multiplicity weights,0.5098921624946532,0.5754123412501061,0.5173808595445741,0.5851319754545297,primary_subject_id,220,1640
