Model,Split,N,Accuracy,Balanced_Accuracy,Macro_F1,Weighted_F1,Precision,Recall,Specificity,ROC_AUC,PR_AUC,MCC,Kappa,Log_Loss,Brier_Score,ECE,MCE,FPR,FNR,Calibration_Slope,Calibration_Intercept,Confusion_Matrix,History_Cap,Family
Logistic Regression,stress_short_history,271,0.7084870848708487,0.6197667280540209,0.6247787300418879,0.6842901385531023,0.7339449541284404,0.8839779005524862,0.3555555555555555,0.7785758133824433,0.8826369643322348,0.2844202679954379,0.2671413411837194,0.5211833272985549,0.1767391807870512,0.053006265570219,0.1870673162699608,0.6444444444444445,0.1160220994475138,1.1380412836235212,-0.1935896859145316,"[[32,58],[21,160]]",20,Classical ML
AdaptiveMath-AI,stress_short_history,271,0.7269372693726938,0.6615101289134439,0.6694686181434599,0.7157486824077101,0.7635467980295566,0.856353591160221,0.4666666666666667,0.7767955801104972,0.8802018249243171,0.3509036020372398,0.3441690103996336,0.5201554164327529,0.1754603295951184,0.0537202838517068,0.1313689293750864,0.5333333333333333,0.143646408839779,1.1440937624619485,-0.0009151330148513,"[[42, 48], [26, 155]]",20,Proposed
Naive Bayes,stress_short_history,271,0.7195571955719557,0.6671577655003069,0.6722052457346575,0.7140404635520764,0.772020725388601,0.8232044198895028,0.5111111111111111,0.7749232658072436,0.868668899537952,0.3477692181756341,0.3459095528455284,1.7809644438980234,0.2501867724559241,0.2523248505877948,0.7185387180927184,0.4888888888888889,0.1767955801104972,0.1191047449345417,0.2411092291230518,"[[46,44],[32,149]]",20,Classical ML
Residual MLP,stress_short_history,271,0.7121771217712177,0.6197360343769184,0.624413646055437,0.6853791139190709,0.7330316742081447,0.8950276243093923,0.3444444444444444,0.7748311847759362,0.8827065749792367,0.2907597382002104,0.2695922598479613,0.5280474736731746,0.1787367506276353,0.0848477143533115,0.2505511678755283,0.6555555555555556,0.1049723756906077,1.2901747205728822,-0.251832051034394,"[[31,59],[19,162]]",20,Deep Tabular
Extra Trees,stress_short_history,271,0.7121771217712177,0.6951503990178023,0.6869001066477071,0.7167729427027651,0.8083832335329342,0.7458563535911602,0.6444444444444445,0.7746470227133211,0.882068918649769,0.3779941479461392,0.3756129260944054,0.5477605472648412,0.1859694005131404,0.106020399713299,0.1829708382549186,0.3555555555555555,0.2541436464088398,1.1830883805679722,0.5017038569049851,"[[58,32],[46,135]]",20,Classical ML
Gated MLP proxy,stress_short_history,271,0.7121771217712177,0.6225291589932473,0.6278521126760563,0.6873371966114028,0.7351598173515982,0.8895027624309392,0.3555555555555555,0.7721915285451196,0.8800406193270278,0.2930935500243334,0.2741569947119017,0.5274593704891792,0.179212305784057,0.0745063655050918,0.2645774121795382,0.6444444444444445,0.1104972375690607,1.1348535193763596,-0.2830306044828827,"[[32,58],[20,161]]",20,Deep Tabular
Compact numeric-token Transformer proxy,stress_short_history,271,0.7084870848708487,0.6225598526703499,0.6280899852340832,0.6861545571939693,0.7361111111111112,0.8784530386740331,0.3666666666666666,0.7702885205647637,0.8803575720438808,0.2870321524103019,0.2716788569484606,0.529723654778157,0.1800364285681698,0.0601801301500454,0.2021540126630238,0.6333333333333333,0.1215469613259668,1.1351003164295008,-0.2007234753851233,"[[33,57],[22,159]]",20,Deep Tabular
Compact entity-token Transformer proxy,stress_short_history,271,0.7232472324723247,0.6531614487415592,0.6611652913228308,0.7098675037763131,0.7572815533980582,0.861878453038674,0.4444444444444444,0.7693063228974831,0.8789314235917182,0.3378700646926884,0.329318594291371,0.5366543819058943,0.1828560793580425,0.090121460851708,0.267979641755422,0.5555555555555556,0.1381215469613259,0.8651821169288428,-0.0977235915273972,"[[40,50],[25,156]]",20,Deep Tabular
Deeper entity-token Transformer proxy,stress_short_history,271,0.7232472324723247,0.6391958256599141,0.6469208720576739,0.7020454656904773,0.7453703703703703,0.8895027624309392,0.3888888888888889,0.7650705954573358,0.8761812477853728,0.3259931908792184,0.3085558768498043,0.5315657696888426,0.1807744718893352,0.0759680568072188,0.2590702474117279,0.6111111111111112,0.1104972375690607,1.0134035617007455,-0.1685065226640696,"[[35,55],[20,161]]",20,Deep Tabular
Decision Tree,stress_short_history,271,0.6752767527675276,0.6870779619398404,0.6623626684788764,0.684535907540523,0.8251748251748252,0.6519337016574586,0.7222222222222222,0.7622160834868017,0.8738717259149056,0.3529719256414175,0.338254065153449,0.575229800408782,0.1986525118517544,0.1300703777918857,0.2978878073865677,0.2777777777777778,0.3480662983425414,1.0566205227050922,0.6758228438866016,"[[65,25],[63,118]]",20,Classical ML
DeepFM-style proxy,stress_short_history,271,0.7011070110701108,0.6086556169429097,0.6117684512123945,0.6743054431127958,0.7272727272727273,0.8839779005524862,0.3333333333333333,0.7593001841620627,0.8719834721275405,0.2618462094994231,0.2438772346801695,0.5516614025978119,0.1881161202310657,0.0846642900766921,0.2097847930022648,0.6666666666666666,0.1160220994475138,0.8111540145963242,-0.2089415199350875,"[[30,60],[21,160]]",20,Collaborative Deep
Elo Rating,stress_short_history,271,0.6937269372693727,0.6087170042971148,0.6126237836906915,0.6721430334944011,0.7289719626168224,0.861878453038674,0.3555555555555555,0.7579496623695519,0.8697029184328113,0.2512717706816574,0.2395104304020016,0.5857757499950824,0.1994090517833581,0.1057027281430374,0.3255786597728729,0.6444444444444445,0.1381215469613259,2.645037711213801,-0.0227514723579531,"[[32,58],[25,156]]",20,Psychometric
Rasch-style logit baseline,stress_short_history,271,0.6863468634686347,0.5501227747084101,0.5185092284860267,0.6139668833823849,0.692,0.9558011049723756,0.1444444444444444,0.756476365868631,0.873250170234547,0.1765818208826218,0.1241777879168091,0.5630794741305643,0.1943832572384913,0.115325407898294,0.2978312318975276,0.8555555555555555,0.0441988950276243,1.0898736061685883,-0.6138317291139019,"[[13,77],[8,173]]",20,Psychometric
Student-Question Backoff Mean,stress_short_history,271,0.6752767527675276,0.5418354818907305,0.5112313494015412,0.6063149908429728,0.6882591093117408,0.9392265193370166,0.1444444444444444,0.7508287292817679,0.8699963526970802,0.1387015186445832,0.1025814706103711,0.5608088153073592,0.1902960147212395,0.0979220912685253,0.2370609283447265,0.8555555555555555,0.0607734806629834,1.8787924699117011,-0.5078193363602632,"[[13,77],[11,170]]",20,Simple
2PL-inspired smoothed baseline,stress_short_history,271,0.6863468634686347,0.5501227747084101,0.5185092284860267,0.6139668833823849,0.692,0.9558011049723756,0.1444444444444444,0.7425414364640885,0.854546580131492,0.1765818208826218,0.1241777879168091,0.5946002066902674,0.2015426702348524,0.1234040373772526,0.7594887060811075,0.8555555555555555,0.0441988950276243,0.7757615635739367,-0.4261798810825156,"[[13,77],[8,173]]",20,Psychometric
Student Historical Mean,stress_short_history,271,0.6752767527675276,0.5865254757519951,0.5875190258751902,0.6514066510528119,0.7162790697674418,0.850828729281768,0.3222222222222222,0.7130755064456722,0.8330806344902626,0.2012895784093775,0.191209387505935,0.5725269406882777,0.1984778595367083,0.0699261491580625,0.3999999985098839,0.6777777777777778,0.149171270718232,0.7025696908797273,0.1452490727768678,"[[29,61],[27,154]]",20,Simple
DKT-inspired GRU proxy,stress_short_history,271,0.6678966789667896,0.6117249846531614,0.6143263757115749,0.6625926885454813,0.7382198952879581,0.7790055248618785,0.4444444444444444,0.6828115408225905,0.7916812591669289,0.2307167707173661,0.2298705399431638,0.596538688467208,0.204092591411535,0.1243187928661649,0.2625923901796341,0.5555555555555556,0.2209944751381215,0.7690322813447648,0.2872385551066632,"[[40,50],[40,141]]",20,Knowledge Tracing
Question Historical Mean,stress_short_history,271,0.6789667896678967,0.5390116635972989,0.5004555374282263,0.6007303766492758,0.6865079365079365,0.9558011049723756,0.1222222222222222,0.6571516267648865,0.7938367916425982,0.1439156215009902,0.0973237872812895,0.6014975663659096,0.207401943475663,0.0432407372112203,0.6022709012031555,0.8777777777777778,0.0441988950276243,1.3479133213128025,-0.1564804482076177,"[[11,79],[8,173]]",20,Simple
PFA-style logistic baseline,stress_short_history,271,0.6752767527675276,0.5362492326580724,0.4981481481481481,0.5982643159764931,0.6852589641434262,0.9502762430939228,0.1222222222222222,0.6412829957028852,0.7848369033583612,0.1305982919193982,0.0901182754673788,0.6083315121019707,0.211362115407993,0.0305446829374474,0.4445854329476219,0.8777777777777778,0.0497237569060773,0.9062144575708168,0.1240430703479973,"[[11,79],[9,172]]",20,Psychometric
Static key-value attention proxy,stress_short_history,271,0.6974169741697417,0.6086863106200122,0.6122627024008933,0.6732787554006194,0.728110599078341,0.8729281767955801,0.3444444444444444,0.634315531000614,0.7593012748654472,0.2562941171812192,0.2416734916734917,0.6203047204216755,0.2135789078198181,0.0880220830990379,0.7643794268369675,0.6555555555555556,0.1270718232044199,0.6212573168211497,0.3013777983062754,"[[31,59],[23,158]]",20,Knowledge Tracing
Fixed-parameter BKT proxy,stress_short_history,271,0.5904059040590406,0.5956108041743401,0.5759715820188607,0.6022420481319881,0.75,0.580110497237569,0.6111111111111112,0.6325046040515654,0.7818601646465247,0.1802178661526,0.171573352427639,0.8992859769339574,0.2866656155116956,0.2647132248847335,0.6455846726894379,0.3888888888888889,0.4198895027624309,0.1667790805179207,0.5577222223948984,"[[55,35],[76,105]]",20,Psychometric
Compact Transformer KT proxy,stress_short_history,271,0.6678966789667896,0.5586556169429098,0.5493348115299335,0.6269544513626955,0.6986899563318777,0.8839779005524862,0.2333333333333333,0.6224677716390422,0.7587730215275043,0.1526714247592265,0.1354742662696725,0.6163590745052014,0.2126345069503048,0.0552528157445337,0.2326583181108747,0.7666666666666667,0.1160220994475138,0.7043370125924412,0.170320333243806,"[[21,69],[21,160]]",20,Knowledge Tracing
Subject-time SAKT proxy,stress_short_history,271,0.6937269372693727,0.6003376304481277,0.6021824870447994,0.6662636022020006,0.7227272727272728,0.8784530386740331,0.3222222222222222,0.6063228974831184,0.7541339424072795,0.2418009205801169,0.225207536771038,0.6292450271569889,0.2193638396450097,0.0998562299457423,0.4422989081252705,0.6777777777777778,0.1215469613259668,0.6402615369806693,0.3674523464867608,"[[29,61],[22,159]]",20,Knowledge Tracing
Time-aware SAKT proxy,stress_short_history,271,0.6420664206642066,0.5504910988336402,0.547283217084302,0.6168418584211676,0.6962616822429907,0.8232044198895028,0.2777777777777778,0.6001227747084101,0.7596581572419052,0.1166973638541294,0.1112350813131826,0.6312187091221225,0.2208666177714745,0.0905551436422495,0.6831115682919819,0.7222222222222222,0.1767955801104972,0.647128499521827,0.3937512306383793,"[[25,65],[32,149]]",20,Knowledge Tracing
SAKT-inspired attention proxy,stress_short_history,271,0.6457564575645757,0.5532535297728668,0.5500207555002076,0.6197163466030675,0.6976744186046512,0.8287292817679558,0.2777777777777778,0.5994475138121548,0.7589342271849953,0.1238869877759028,0.1176829681882928,0.6313838276640994,0.2209051496688091,0.0749447858201621,0.4330833852291107,0.7222222222222222,0.1712707182320442,0.6414822499943547,0.3945021995110204,"[[25,65],[31,150]]",20,Knowledge Tracing
Student-question embedding MLP,stress_short_history,271,0.6531365313653137,0.494536525475752,0.4145523074094503,0.5400503674093553,0.6653992395437263,0.9668508287292816,0.0222222222222222,0.5599447513812155,0.7188020988551771,-0.0304044108472721,-0.0141731029540568,0.6413689699302431,0.2247372224591301,0.0703014151856467,0.1790698170661926,0.9777777777777776,0.0331491712707182,0.8696882972870271,0.3568483978140264,"[[2,88],[6,175]]",20,Collaborative Deep
AFM-style logistic baseline,stress_short_history,271,0.6752767527675276,0.5139042357274402,0.4337006079027355,0.5579007727767248,0.6741573033707865,0.994475138121547,0.0333333333333333,0.5313382443216698,0.6892612190240187,0.1086055535558173,0.0366001454310416,0.6369540901302811,0.2223042922715079,0.0438255509118794,0.4447568172061085,0.9666666666666668,0.005524861878453,0.4576826260733777,0.4103933369038703,"[[3,87],[1,180]]",20,Psychometric
Subject Historical Mean,stress_short_history,271,0.6752767527675276,0.5139042357274402,0.4337006079027355,0.5579007727767248,0.6741573033707865,0.994475138121547,0.0333333333333333,0.5303253529772867,0.6812042938698966,0.1086055535558173,0.0366001454310416,0.6364391430856482,0.2221340109690225,0.0549889035330487,0.4545792639255523,0.9666666666666668,0.005524861878453,0.4859997218523484,0.3916333366112104,"[[3,87],[1,180]]",20,Simple
Majority Class,stress_short_history,271,0.6678966789667896,0.5,0.4004424778761062,0.5349084021813669,0.6678966789667896,1.0,0.0,0.5,0.6678966789667896,0.0,0.0,2.2947566998847635,0.3314401143911439,0.3311033210332104,0.3311033210332104,1.0,0.0,0.0990832644409689,0.0143458494937785,"[[0,90],[0,181]]",20,Simple
Global Correctness Mean,stress_short_history,271,0.6678966789667896,0.5,0.4004424778761062,0.5349084021813669,0.6678966789667896,1.0,0.0,0.5,0.6678966789667896,0.0,0.0,0.6362395668302474,0.2220726729248073,0.0161854172910215,0.0161854172910215,1.0,0.0,0.3143803583971369,0.5017483852228515,"[[0,90],[0,181]]",20,Simple
Exposure-SVD collaborative proxy,stress_short_history,271,0.6678966789667896,0.5,0.4004424778761062,0.5349084021813669,0.6678966789667896,1.0,0.0,0.5,0.6678966789667896,0.0,0.0,0.6403254308047183,0.2237785872029097,0.044360816166826,0.044360816166826,1.0,0.0,0.3477286440138912,0.3836483035826977,"[[0,90],[0,181]]",20,Psychometric
Neural MF proxy,stress_short_history,271,0.6678966789667896,0.5,0.4004424778761062,0.5349084021813669,0.6678966789667896,1.0,0.0,0.5,0.6678966789667896,0.0,0.0,0.6931471805599453,0.25,0.1678966789667896,0.1678966789667896,1.0,0.0,0.0,0.6986951874253616,"[[0,90],[0,181]]",20,Collaborative Deep
Deeper entity-token Transformer proxy,stress_short_history,180,0.7666666666666667,0.6695873374788016,0.6841577540106951,0.7415552584670231,0.7666666666666667,0.9426229508196722,0.396551724137931,0.7932447710570943,0.8529335993015088,0.4253153653201214,0.3883495145631068,0.5036021162414731,0.1640631629917887,0.0723697683877415,0.2521443665027618,0.603448275862069,0.0573770491803278,1.1962927141023434,-0.2955217604118379,"[[23,35],[7,115]]",50,Deep Tabular
Compact entity-token Transformer proxy,stress_short_history,180,0.7666666666666667,0.6921989824759751,0.7055616139585605,0.7532533624136677,0.7857142857142857,0.9016393442622952,0.4827586206896552,0.7905596382136799,0.8603308567745453,0.4320967287271006,0.4184615384615385,0.5080977235139978,0.1661367142606365,0.0644670873880386,0.2522044479846954,0.5172413793103449,0.0983606557377049,0.9945503370250406,-0.1901339407953047,"[[28,30],[12,110]]",50,Deep Tabular
HistGradientBoosting,stress_short_history,180,0.7333333333333333,0.6766534765404184,0.6825396825396826,0.727689594356261,0.7846153846153846,0.8360655737704918,0.5172413793103449,0.7878745053702657,0.864997117409853,0.3686289321885568,0.3665689149560116,0.5109890469921378,0.1683002028078521,0.0714153705516258,0.1443158132962543,0.4827586206896552,0.1639344262295081,1.1102053645272816,0.0890204705825877,"[[30,28],[20,102]]",50,Classical ML
AdaptiveMath-AI,stress_short_history,180,0.75,0.6979932165065008,0.703936547388428,0.7454585328411126,0.7984496124031008,0.8442622950819673,0.5517241379310345,0.7839174674957603,0.8641018096777977,0.4106712268459004,0.4089316987740806,0.5134756507823327,0.1689582228429077,0.07759211005012,0.2895921302795712,0.4482758620689655,0.1557377049180328,1.1466733834788445,0.1359581365798913,"[[32, 26], [19, 103]]",50,Proposed
Gated MLP proxy,stress_short_history,180,0.75,0.6663369135104579,0.6782522343594837,0.7322740814299901,0.7692307692307693,0.9016393442622952,0.4310344827586206,0.782504239683437,0.8588588379794957,0.3847190269447266,0.3675827607745159,0.5121416849260119,0.1681648766601196,0.0609562682608763,0.2637359946966171,0.5689655172413793,0.0983606557377049,1.1525277949248522,-0.1824925216725383,"[[25,33],[12,110]]",50,Deep Tabular
Logistic Regression,stress_short_history,180,0.7444444444444445,0.6531938948558508,0.664179104477612,0.7225538971807628,0.7602739726027398,0.9098360655737704,0.396551724137931,0.7798191068400226,0.8538394875837424,0.3658048669219328,0.3436905516804058,0.5147610117016097,0.1686022221690912,0.0938677299758395,0.3027989821998332,0.603448275862069,0.0901639344262295,1.1231019261837631,-0.1362089411414372,"[[23,35],[11,111]]",50,Classical ML
MLPClassifier,stress_short_history,180,0.75,0.6934708875070661,0.7007868198441136,0.7439326216246168,0.7938931297709924,0.8524590163934426,0.5344827586206896,0.7798191068400226,0.8589845116803312,0.4062616647793746,0.4033588685916323,0.5187189305627152,0.1707599334956552,0.0962491075642577,0.2095701341937537,0.4655172413793103,0.1475409836065573,1.0357193616546698,0.0877165616264198,"[[31,27],[18,104]]",50,Classical ML
Compact numeric-token Transformer proxy,stress_short_history,180,0.7444444444444445,0.648671565856416,0.6592592592592592,0.7198353909465021,0.7567567567567568,0.918032786885246,0.3793103448275862,0.7786885245901639,0.858556072096742,0.3634510907104833,0.3369634849455477,0.5182420756121069,0.170865322562323,0.0899049348301357,0.3551643006503582,0.6206896551724138,0.081967213114754,1.191059146565982,-0.2287696166453015,"[[22,36],[10,112]]",50,Deep Tabular
Residual MLP,stress_short_history,180,0.7555555555555555,0.6659129451667609,0.6787800129785853,0.7346167712163817,0.7671232876712328,0.918032786885246,0.4137931034482758,0.7771339739966082,0.8570840784761233,0.3961761197106541,0.3722257450856056,0.5171159822370954,0.1695995759412645,0.1015433188941743,0.3807870873383113,0.5862068965517241,0.081967213114754,1.3494243382816713,-0.2075899281926388,"[[24,34],[10,112]]",50,Deep Tabular
Subject-graph embedding proxy,stress_short_history,180,0.7444444444444445,0.6396269078575467,0.6486165336954677,0.7138610686734943,0.75,0.9344262295081968,0.3448275862068966,0.7757207461842849,0.8577211144173811,0.3600743774504003,0.3230869849574884,0.5212062922346683,0.1723543711572293,0.129249584260914,0.3410030465859633,0.6551724137931034,0.0655737704918032,1.1833405103899015,-0.265561505170805,"[[20,38],[8,114]]",50,Knowledge Tracing
Elo Rating,stress_short_history,180,0.7555555555555555,0.6704352741661956,0.6832506798912175,0.737058959455376,0.7708333333333334,0.9098360655737704,0.4310344827586206,0.7711984171848502,0.8620185902008238,0.3982455162810845,0.3785310734463276,0.5538626436801738,0.1843168195175243,0.119782537387477,0.209893892871009,0.5689655172413793,0.0901639344262295,2.099349376628517,-0.0400507997199658,"[[25,33],[11,111]]",50,Psychometric
Extra Trees,stress_short_history,180,0.7055555555555556,0.7059072922555116,0.6859259259259259,0.7138436213991769,0.8349514563106796,0.7049180327868853,0.7068965517241379,0.7700678349349915,0.8522969242315034,0.3889839305230483,0.379229567933368,0.5565521677246038,0.1876852591296676,0.134768709970712,0.3141727302012209,0.293103448275862,0.2950819672131147,1.1839138918591212,0.5937610532550264,"[[41,17],[36,86]]",50,Classical ML
Rasch-style logit baseline,stress_short_history,180,0.7388888888888889,0.603872244205766,0.5962006586797766,0.6815468898328905,0.7272727272727273,0.9836065573770492,0.2241379310344827,0.7687959299039006,0.8467141191849689,0.3512657619828536,0.2578947368421052,0.546470699410735,0.1813026764144999,0.0919921566214826,0.6401175558567047,0.7758620689655172,0.0163934426229508,1.2573659187645605,-0.7798813987355391,"[[13,45],[2,120]]",50,Psychometric
Random Forest,stress_short_history,180,0.7111111111111111,0.7009609949123798,0.6869565217391305,0.7178743961352656,0.8240740740740741,0.7295081967213115,0.6724137931034483,0.7628603730921424,0.8512105121447022,0.3834048073231478,0.3779904306220095,0.5640994654634556,0.1905693344509089,0.1342968292316832,0.2491230748407196,0.3275862068965517,0.2704918032786885,1.183216031173418,0.5942363235615807,"[[39,19],[33,89]]",50,Classical ML
Decision Tree,stress_short_history,180,0.6888888888888889,0.6936122102882984,0.6709753231492361,0.698272185228707,0.83,0.680327868852459,0.7068965517241379,0.7618004522328999,0.8578360903257115,0.364176281555354,0.3521850899742931,0.5832314119287062,0.199662951858605,0.1602025957670111,0.3226644315150579,0.293103448275862,0.319672131147541,1.0200080094163126,0.7456824781160958,"[[41,17],[39,83]]",50,Classical ML
DeepFM-style proxy,stress_short_history,180,0.7444444444444445,0.6260599208592424,0.6303571428571428,0.7033730158730159,0.740506329113924,0.9590163934426228,0.293103448275862,0.7607405313736574,0.8362641877966408,0.3597170755758065,0.3011478730587441,0.5518202724337888,0.1794546185855602,0.0989898865421613,0.3729615112145741,0.7068965517241379,0.040983606557377,0.8288552916452967,-0.1865192104601896,"[[17,41],[5,117]]",50,Collaborative Deep
2PL-inspired smoothed baseline,stress_short_history,180,0.7388888888888889,0.603872244205766,0.5962006586797766,0.6815468898328905,0.7272727272727273,0.9836065573770492,0.2241379310344827,0.7577727529677785,0.8589129081445024,0.3512657619828536,0.2578947368421052,0.5600143021622908,0.1860853116453841,0.1255671992924987,0.7182525855669073,0.7758620689655172,0.0163934426229508,1.0244756387560234,-0.7000381143922314,"[[13,45],[2,120]]",50,Psychometric
Student-Question Backoff Mean,stress_short_history,180,0.7388888888888889,0.6174392312040701,0.618901752331186,0.6949332051994334,0.7358490566037735,0.9590163934426228,0.2758620689655172,0.7471735443753534,0.8357782856928828,0.3419234586118145,0.2820773930753564,0.5503452858679446,0.1836520050196917,0.0817230919050792,0.3445331239081048,0.7241379310344828,0.040983606557377,1.6665267064777571,-0.2961247101969049,"[[16,42],[5,117]]",50,Simple
Naive Bayes,stress_short_history,180,0.7277777777777777,0.6680327868852459,0.674190092719146,0.7211710768801382,0.7786259541984732,0.8360655737704918,0.5,0.7357263990955343,0.8267700960843252,0.3528452296732479,0.3503241013553329,1.9743417138989332,0.2440745199134403,0.2472235885369552,0.8571928359903945,0.5,0.1639344262295081,0.1006487286191889,0.3217086660084586,"[[29,29],[20,102]]",50,Classical ML
Student Historical Mean,stress_short_history,180,0.7277777777777777,0.6408988128886377,0.6496524329692155,0.7084762220015447,0.7552447552447552,0.8852459016393442,0.396551724137931,0.7288722442057659,0.8259767285066607,0.3258834918129927,0.3113678950655839,0.5567827188396207,0.1860755560935926,0.0466666624687724,0.3133333325386047,0.603448275862069,0.1147540983606557,0.9687017163501106,0.0758863205740398,"[[23,35],[14,108]]",50,Simple
Question Historical Mean,stress_short_history,180,0.7,0.5480497456189938,0.5104754230459307,0.6187751813053989,0.7,0.9754098360655736,0.1206896551724138,0.6490248728094969,0.782979692976177,0.1960606959469312,0.1227436823104692,0.5986418912589463,0.2049132732821298,0.0570646405220031,0.4282169863581657,0.8793103448275862,0.0245901639344262,1.5569602644179577,-0.1757224140093798,"[[7,51],[3,119]]",50,Simple
Fixed-parameter BKT proxy,stress_short_history,180,0.5777777777777777,0.5618993781797625,0.5509453781512605,0.5899743230625584,0.7254901960784313,0.6065573770491803,0.5172413793103449,0.6195590729225552,0.759755839900969,0.1167515908163043,0.1135303265940902,1.034932452003352,0.2878104374672257,0.2618577968255811,0.7855021953582764,0.4827586206896552,0.3934426229508196,0.0973859105116462,0.6064663683390081,"[[30,28],[48,74]]",50,Psychometric
PFA-style logistic baseline,stress_short_history,180,0.6722222222222223,0.5275579423403053,0.4931029545129111,0.6002397127689476,0.6909090909090909,0.9344262295081968,0.1206896551724138,0.6150367439231205,0.7641739375220531,0.093192957260757,0.0684210526315788,0.6108420881451224,0.2105731521313193,0.0745866751210965,0.3735227740289731,0.8793103448275862,0.0655737704918032,0.7152816044985779,0.2734731785777607,"[[7,51],[8,114]]",50,Psychometric
Compact Transformer KT proxy,stress_short_history,180,0.6722222222222223,0.5682589033352177,0.5661587483148821,0.642429111574093,0.7142857142857143,0.860655737704918,0.2758620689655172,0.6044375353306952,0.7349808824890597,0.1648798474613394,0.1539196940726577,0.624572896150868,0.2154121427131552,0.1142760872840881,0.3202188909053802,0.7241379310344828,0.1393442622950819,0.5590557919931681,0.4003874067244858,"[[16,42],[17,105]]",50,Knowledge Tracing
Subject-time SAKT proxy,stress_short_history,180,0.6444444444444445,0.5161107970604861,0.4946481838919108,0.592474313232341,0.6858974358974359,0.8770491803278688,0.1551724137931034,0.5833804409270775,0.7461396616832419,0.0442968674117607,0.0380761523046091,0.6283303150429858,0.2191092094793807,0.062902569770813,0.2306596636772155,0.8448275862068966,0.1229508196721311,0.6049434521159356,0.4238903484200009,"[[9,49],[15,107]]",50,Knowledge Tracing
Static key-value attention proxy,stress_short_history,180,0.6555555555555556,0.5378745053702657,0.5263961975895434,0.6143344838642751,0.6973684210526315,0.8688524590163934,0.2068965517241379,0.5709440361786321,0.7369438886254107,0.0976719971221733,0.0876389797253105,0.6380632654521912,0.2225916632328167,0.0902329100502862,0.2614158354699611,0.7931034482758621,0.1311475409836065,0.4089724454803937,0.4872874889642992,"[[12,46],[16,106]]",50,Knowledge Tracing
DKT-inspired GRU proxy,stress_short_history,180,0.6055555555555555,0.5190785754663652,0.5172075101053983,0.5906396517782563,0.6888888888888889,0.7622950819672131,0.2758620689655172,0.5645845110231769,0.7346232373623363,0.0411809831692738,0.0405405405405405,0.665767586735518,0.2345024194964431,0.1328398786485195,0.6857992013295491,0.7241379310344828,0.2377049180327868,0.2652389456444932,0.5754995312171168,"[[16,42],[29,93]]",50,Knowledge Tracing
Student-question embedding MLP,stress_short_history,180,0.6555555555555556,0.4971735443753533,0.4379532634971797,0.5622974303876803,0.6764705882352942,0.9426229508196722,0.0517241379310344,0.5363906161673262,0.7397782587179319,-0.0115329821145253,-0.007220216606498,0.6433729205054172,0.2257928108179266,0.0871685716840955,0.2640793323516845,0.9482758620689656,0.0573770491803278,0.6141814539535672,0.5191585329525452,"[[3,55],[7,115]]",50,Collaborative Deep
SAKT-inspired attention proxy,stress_short_history,180,0.6333333333333333,0.5214810627473149,0.5111111111111111,0.5980246913580247,0.6891891891891891,0.8360655737704918,0.2068965517241379,0.5151215375918597,0.6823132346056462,0.0525138458060774,0.0486867392696989,0.6732424681333395,0.2373931306634201,0.1728640562958187,0.4327655613422394,0.7931034482758621,0.1639344262295081,0.0032529046979803,0.741649622006906,"[[12,46],[20,102]]",50,Knowledge Tracing
Time-aware SAKT proxy,stress_short_history,180,0.6388888888888888,0.5255794234030526,0.5149052614121647,0.6021025378793113,0.6912751677852349,0.8442622950819673,0.2068965517241379,0.5151215375918596,0.6813046374163936,0.0633199666265668,0.0582743077913715,0.6733980028654819,0.2373498957100784,0.1691683057281706,0.4865408062934875,0.7931034482758621,0.1557377049180328,-0.0034131684090589,0.7451486917679984,"[[12,46],[19,103]]",50,Knowledge Tracing
Majority Class,stress_short_history,180,0.6777777777777778,0.5,0.4039735099337748,0.5476085356880058,0.6777777777777778,1.0,0.0,0.5,0.6777777777777778,0.0,0.0,2.2265103734536726,0.3215787777777778,0.3212222222222222,0.3212222222222222,1.0,0.0,0.105449584016184,0.0152676021612795,"[[0,58],[0,122]]",50,Simple
Global Correctness Mean,stress_short_history,180,0.6777777777777778,0.5,0.4039735099337748,0.5476085356880058,0.6777777777777778,1.0,0.0,0.5,0.6777777777777778,0.0,0.0,0.6300483690202714,0.2190745249900914,0.0260665161020098,0.0260665161020098,1.0,0.0,0.3345771435261223,0.5339822936058761,"[[0,58],[0,122]]",50,Simple
Exposure-SVD collaborative proxy,stress_short_history,180,0.6777777777777778,0.5,0.4039735099337748,0.5476085356880058,0.6777777777777778,1.0,0.0,0.5,0.6777777777777778,0.0,0.0,0.6313694647249741,0.2195839126373335,0.0344797173558381,0.0344797173558381,1.0,0.0,0.3700675714513455,0.4082948030415543,"[[0,58],[0,122]]",50,Psychometric
Neural MF proxy,stress_short_history,180,0.6777777777777778,0.5,0.4039735099337748,0.5476085356880058,0.6777777777777778,1.0,0.0,0.5,0.6777777777777778,0.0,0.0,0.6931471805599454,0.25,0.1777777777777778,0.1777777777777778,1.0,0.0,0.0,0.7435842283456447,"[[0,58],[0,122]]",50,Collaborative Deep
