model,group_field,group,N,students,questions,prevalence,status,ROC_AUC,AP_correct,AP_incorrect,Log_Loss,Brier,ECE15,Calibration_Intercept,Calibration_Slope,Accuracy,NA_reason
AdaptiveMath-AI,primary_subject_id,102,1540,350,244,0.6227272727272727,estimable,0.7533351041586211,0.8249519157022444,0.627052709668927,0.5659930451295923,0.1921025681457508,0.034060105869975134,0.04083794516768692,1.0319105722653374,0.7064935064935066,
HGB100,primary_subject_id,102,1540,350,244,0.6227272727272727,estimable,0.751831996539705,0.8230502904468943,0.6227570545831962,0.5672483763304784,0.19259202287589378,0.02307733112236115,0.036833081298844356,1.0348988885096149,0.7032467532467533,
AdaptiveMath-AI,primary_subject_id,103,476,132,106,0.5546218487394958,low_support,,,,,,,,,,
HGB100,primary_subject_id,103,476,132,106,0.5546218487394958,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,104,213,77,77,0.7276995305164319,low_support,,,,,,,,,,
HGB100,primary_subject_id,104,213,77,77,0.7276995305164319,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,105,258,91,54,0.5038759689922481,low_support,,,,,,,,,,
HGB100,primary_subject_id,105,258,91,54,0.5038759689922481,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,106,607,144,120,0.7182866556836903,low_support,,,,,,,,,,
HGB100,primary_subject_id,106,607,144,120,0.7182866556836903,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,107,269,80,56,0.6951672862453532,low_support,,,,,,,,,,
HGB100,primary_subject_id,107,269,80,56,0.6951672862453532,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,108,275,89,73,0.72,low_support,,,,,,,,,,
HGB100,primary_subject_id,108,275,89,73,0.72,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,109,700,180,107,0.5671428571428572,low_support,,,,,,,,,,
HGB100,primary_subject_id,109,700,180,107,0.5671428571428572,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,110,372,151,57,0.728494623655914,low_support,,,,,,,,,,
HGB100,primary_subject_id,110,372,151,57,0.728494623655914,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,111,1677,287,181,0.7042337507453786,estimable,0.744354497282244,0.8678534932748195,0.5092037610882116,0.5357619950271426,0.17970048203490355,0.053485193717525255,0.2731188890289414,1.0182333603168772,0.7346451997614777,
HGB100,primary_subject_id,111,1677,287,181,0.7042337507453786,estimable,0.7421283903744837,0.8669630232440555,0.5203787707863107,0.5370855738185303,0.1803093454290478,0.05858711215368518,0.2822941163463976,1.0487574475652195,0.7340488968395934,
AdaptiveMath-AI,primary_subject_id,112,220,68,50,0.6590909090909091,low_support,,,,,,,,,,
HGB100,primary_subject_id,112,220,68,50,0.6590909090909091,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,114,78,37,20,0.5128205128205128,low_support,,,,,,,,,,
HGB100,primary_subject_id,114,78,37,20,0.5128205128205128,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,115,822,171,115,0.7226277372262774,low_support,,,,,,,,,,
HGB100,primary_subject_id,115,822,171,115,0.7226277372262774,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,116,333,84,69,0.7387387387387387,low_support,,,,,,,,,,
HGB100,primary_subject_id,116,333,84,69,0.7387387387387387,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,117,588,122,70,0.673469387755102,low_support,,,,,,,,,,
HGB100,primary_subject_id,117,588,122,70,0.673469387755102,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,118,254,77,55,0.5984251968503937,low_support,,,,,,,,,,
HGB100,primary_subject_id,118,254,77,55,0.5984251968503937,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,120,1,1,1,1.0,low_support,,,,,,,,,,
HGB100,primary_subject_id,120,1,1,1,1.0,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,157,420,183,46,0.5,low_support,,,,,,,,,,
HGB100,primary_subject_id,157,420,183,46,0.5,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,159,158,40,45,0.7088607594936709,low_support,,,,,,,,,,
HGB100,primary_subject_id,159,158,40,45,0.7088607594936709,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,160,88,39,25,0.5340909090909091,low_support,,,,,,,,,,
HGB100,primary_subject_id,160,88,39,25,0.5340909090909091,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,163,203,57,64,0.5714285714285714,low_support,,,,,,,,,,
HGB100,primary_subject_id,163,203,57,64,0.5714285714285714,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,164,82,38,27,0.524390243902439,low_support,,,,,,,,,,
HGB100,primary_subject_id,164,82,38,27,0.524390243902439,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,165,885,221,85,0.5694915254237288,low_support,,,,,,,,,,
HGB100,primary_subject_id,165,885,221,85,0.5694915254237288,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,166,624,130,85,0.5384615384615384,low_support,,,,,,,,,,
HGB100,primary_subject_id,166,624,130,85,0.5384615384615384,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,167,184,48,40,0.6141304347826086,low_support,,,,,,,,,,
HGB100,primary_subject_id,167,184,48,40,0.6141304347826086,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,168,225,106,40,0.5377777777777778,low_support,,,,,,,,,,
HGB100,primary_subject_id,168,225,106,40,0.5377777777777778,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,171,1817,380,249,0.6285085305448541,estimable,0.7598903807485335,0.8379859117131923,0.6267770195722446,0.5577309865113694,0.18921161606589626,0.024528523551755495,-0.09554251098359867,1.0885500654012417,0.708860759493671,
HGB100,primary_subject_id,171,1817,380,249,0.6285085305448541,estimable,0.753838619705529,0.8336727709400782,0.6200526482469101,0.5626521891345846,0.19123924313200658,0.028271887278401926,-0.11706627296597798,1.060163102634244,0.7138139790864062,
AdaptiveMath-AI,primary_subject_id,172,324,142,50,0.6265432098765432,low_support,,,,,,,,,,
HGB100,primary_subject_id,172,324,142,50,0.6265432098765432,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,173,677,234,111,0.6115214180206795,low_support,,,,,,,,,,
HGB100,primary_subject_id,173,677,234,111,0.6115214180206795,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,175,294,119,60,0.6666666666666666,low_support,,,,,,,,,,
HGB100,primary_subject_id,175,294,119,60,0.6666666666666666,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,177,422,109,154,0.7630331753554502,low_support,,,,,,,,,,
HGB100,primary_subject_id,177,422,109,154,0.7630331753554502,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,179,455,176,68,0.6483516483516484,low_support,,,,,,,,,,
HGB100,primary_subject_id,179,455,176,68,0.6483516483516484,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,180,361,76,99,0.6094182825484764,low_support,,,,,,,,,,
HGB100,primary_subject_id,180,361,76,99,0.6094182825484764,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,181,974,210,167,0.6765913757700205,low_support,,,,,,,,,,
HGB100,primary_subject_id,181,974,210,167,0.6765913757700205,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,182,1227,264,153,0.6756316218418907,estimable,0.7418349285632091,0.859377862686473,0.5451108778141411,0.5464938711502743,0.18563094353544374,0.03332287377347366,0.058320712772733777,1.0077167340847555,0.713121434392828,
HGB100,primary_subject_id,182,1227,264,153,0.6756316218418907,estimable,0.73495341605495,0.8571811997855525,0.542880033103855,0.5489209393938793,0.18702477514127586,0.044155853993878565,0.00594612255579923,1.0066546290929195,0.7163814180929096,
AdaptiveMath-AI,primary_subject_id,183,1307,260,205,0.586840091813313,estimable,0.7237602008788443,0.7921832166395222,0.6133049867877551,0.6055216503019684,0.20984736487543865,0.0555804256131712,-0.16189173511107877,0.86191404164302,0.6717674062739102,
HGB100,primary_subject_id,183,1307,260,205,0.586840091813313,estimable,0.7252378193056153,0.7926340254051208,0.6206843633895529,0.6024451547437228,0.20852624057864624,0.04935218813253988,-0.13175763550873307,0.870246553980053,0.6710022953328236,
AdaptiveMath-AI,primary_subject_id,184,251,110,59,0.7689243027888446,low_support,,,,,,,,,,
HGB100,primary_subject_id,184,251,110,59,0.7689243027888446,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,185,433,188,57,0.6143187066974596,low_support,,,,,,,,,,
HGB100,primary_subject_id,185,433,188,57,0.6143187066974596,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,186,521,158,81,0.5911708253358925,low_support,,,,,,,,,,
HGB100,primary_subject_id,186,521,158,81,0.5911708253358925,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,187,389,171,59,0.48586118251928023,low_support,,,,,,,,,,
HGB100,primary_subject_id,187,389,171,59,0.48586118251928023,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,188,340,145,73,0.5352941176470588,low_support,,,,,,,,,,
HGB100,primary_subject_id,188,340,145,73,0.5352941176470588,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,189,928,266,171,0.5808189655172413,low_support,,,,,,,,,,
HGB100,primary_subject_id,189,928,266,171,0.5808189655172413,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,190,1,1,1,1.0,low_support,,,,,,,,,,
HGB100,primary_subject_id,190,1,1,1,1.0,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,191,28,20,7,0.35714285714285715,low_support,,,,,,,,,,
HGB100,primary_subject_id,191,28,20,7,0.35714285714285715,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,192,283,76,45,0.5512367491166078,low_support,,,,,,,,,,
HGB100,primary_subject_id,192,283,76,45,0.5512367491166078,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,193,350,101,66,0.6057142857142858,low_support,,,,,,,,,,
HGB100,primary_subject_id,193,350,101,66,0.6057142857142858,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,195,1260,314,216,0.6698412698412698,estimable,0.7723950738242799,0.8720517964294581,0.6044839983968187,0.5259527171814599,0.17698428910712102,0.02713432658157536,-0.0028872921065200333,1.0479862019332538,0.7269841269841255,
HGB100,primary_subject_id,195,1260,314,216,0.6698412698412698,estimable,0.7717086675173167,0.8730773819743526,0.5962175694331706,0.5266648563095814,0.1775984288672258,0.032371137390069006,0.01546035122852663,1.0427240210987727,0.7301587301587287,
AdaptiveMath-AI,primary_subject_id,196,139,57,16,0.48201438848920863,low_support,,,,,,,,,,
HGB100,primary_subject_id,196,139,57,16,0.48201438848920863,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,197,523,250,103,0.621414913957935,low_support,,,,,,,,,,
HGB100,primary_subject_id,197,523,250,103,0.621414913957935,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,198,297,143,78,0.6498316498316499,low_support,,,,,,,,,,
HGB100,primary_subject_id,198,297,143,78,0.6498316498316499,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,199,22,20,5,0.8181818181818182,low_support,,,,,,,,,,
HGB100,primary_subject_id,199,22,20,5,0.8181818181818182,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,200,126,19,84,0.8888888888888888,low_support,,,,,,,,,,
HGB100,primary_subject_id,200,126,19,84,0.8888888888888888,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,202,3656,450,603,0.7546498905908097,estimable,0.7577081270054453,0.9005146388385664,0.4963242705118419,0.4774853965745698,0.1561539048648559,0.020039641641470513,0.12657983756318789,0.9993048560592821,0.7727024070021862,
HGB100,primary_subject_id,202,3656,450,603,0.7546498905908097,estimable,0.7554790787058296,0.8996755285512368,0.496078982964906,0.47924280571546635,0.1569342631434794,0.022989979100674244,0.15422507896536317,0.9870179487189022,0.7710612691466063,
AdaptiveMath-AI,primary_subject_id,203,3394,345,619,0.7583971714790807,estimable,0.766190753690752,0.902944412269695,0.5201947420928811,0.4665353129540091,0.15102939829899645,0.017799263364614286,0.07547567503816853,0.9602166348019511,0.7837360047142068,
HGB100,primary_subject_id,203,3394,345,619,0.7583971714790807,estimable,0.7586455549870166,0.8979849081515416,0.506920658912427,0.474235211060165,0.15346840350957291,0.025012197590941365,0.155761147343775,0.8859091460361428,0.7804949911608774,
AdaptiveMath-AI,primary_subject_id,204,3597,352,700,0.7595218237420073,estimable,0.7966208667981272,0.9246375963702603,0.5365256689855217,0.44287473573881275,0.14476679880208904,0.021049561755009275,-0.043233614445878914,1.085550689239326,0.7898248540450414,
HGB100,primary_subject_id,204,3597,352,700,0.7595218237420073,estimable,0.796503651858935,0.9247866244790249,0.5413374148427291,0.44224729867352525,0.14481236850919366,0.024011250646692083,0.028544486809191257,1.067817635080063,0.787322768974149,
AdaptiveMath-AI,primary_subject_id,205,482,169,81,0.7323651452282157,low_support,,,,,,,,,,
HGB100,primary_subject_id,205,482,169,81,0.7323651452282157,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,206,984,211,125,0.7083333333333334,low_support,,,,,,,,,,
HGB100,primary_subject_id,206,984,211,125,0.7083333333333334,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,207,1062,189,165,0.7627118644067796,estimable,0.7109151479521856,0.8832076754181429,0.4558475046338458,0.4919841390053936,0.1612693286269933,0.05255820504309158,0.2606129259602978,0.9109714835744018,0.7787193973634646,
HGB100,primary_subject_id,207,1062,189,165,0.7627118644067796,estimable,0.7050387027238885,0.879021462945276,0.4502064824092822,0.4926756842021276,0.16129379773641273,0.04229453839472032,0.21120301024756907,0.8730624309521656,0.7834274952919016,
AdaptiveMath-AI,primary_subject_id,208,1375,196,150,0.6858181818181818,estimable,0.7804227544087087,0.8875972611942378,0.5967376509448831,0.5079091266148795,0.1708076624707613,0.02508652040605677,-0.06598435794460947,1.0638010443005537,0.7403636363636374,
HGB100,primary_subject_id,208,1375,196,150,0.6858181818181818,estimable,0.777463571737172,0.8866782941018003,0.5884241109021795,0.5098490726111993,0.17201789644714027,0.026110451215084603,-0.05472763423610287,1.0405589325035984,0.7330909090909101,
AdaptiveMath-AI,primary_subject_id,209,1245,204,281,0.6730923694779116,estimable,0.738097611605964,0.8502364059218832,0.5734456381268728,0.5479584440703369,0.18569062165791803,0.02481978991031777,0.020601834868789352,0.9692287498928851,0.7076305220883545,
HGB100,primary_subject_id,209,1245,204,281,0.6730923694779116,estimable,0.7321603443321811,0.846126411561301,0.5734306119530866,0.5513521025616055,0.18722265609998073,0.034279879472075205,0.00875730077800034,0.937590222407612,0.7132530120481939,
AdaptiveMath-AI,primary_subject_id,210,667,203,81,0.6896551724137931,low_support,,,,,,,,,,
HGB100,primary_subject_id,210,667,203,81,0.6896551724137931,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,211,1756,310,173,0.6873576309794989,estimable,0.8033737623426255,0.8905704699824206,0.6490576759694063,0.49012675497395686,0.16086531426486494,0.02690250631593788,-0.18371911014221448,1.166421057047261,0.7676537585421406,
HGB100,primary_subject_id,211,1756,310,173,0.6873576309794989,estimable,0.7977206429404737,0.886453194530722,0.6560787974418476,0.4940909198887946,0.16214657357076973,0.031112312203661317,-0.19509936280595405,1.1508037798892268,0.7699316628701588,
AdaptiveMath-AI,primary_subject_id,212,814,225,73,0.581081081081081,low_support,,,,,,,,,,
HGB100,primary_subject_id,212,814,225,73,0.581081081081081,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,213,1353,232,176,0.7036215816703622,estimable,0.8258136172174602,0.9198444916650929,0.6504994991340701,0.45907870329432854,0.1514967214329418,0.039135934934675105,-0.1677775505180459,1.2523002390036628,0.7760532150776035,
HGB100,primary_subject_id,213,1353,232,176,0.7036215816703622,estimable,0.824023187828747,0.9186639113030144,0.6486317727204142,0.46072320266904676,0.15233724617819028,0.047812974005870736,-0.17853921088426486,1.2156623240934346,0.7730968218773079,
AdaptiveMath-AI,primary_subject_id,214,591,236,73,0.7258883248730964,low_support,,,,,,,,,,
HGB100,primary_subject_id,214,591,236,73,0.7258883248730964,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,215,426,149,74,0.6924882629107981,low_support,,,,,,,,,,
HGB100,primary_subject_id,215,426,149,74,0.6924882629107981,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,216,849,220,129,0.5630153121319199,low_support,,,,,,,,,,
HGB100,primary_subject_id,216,849,220,129,0.5630153121319199,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,217,197,30,21,0.6751269035532995,low_support,,,,,,,,,,
HGB100,primary_subject_id,217,197,30,21,0.6751269035532995,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,218,26,20,3,0.6153846153846154,low_support,,,,,,,,,,
HGB100,primary_subject_id,218,26,20,3,0.6153846153846154,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,219,1375,400,148,0.6741818181818182,estimable,0.7513580674988494,0.8637697226637553,0.5799311171632447,0.537033840796086,0.18217059382976838,0.028627401668884174,0.06055253614681699,0.9559222806559378,0.7163636363636373,
HGB100,primary_subject_id,219,1375,400,148,0.6741818181818182,estimable,0.7487876117275443,0.8620142266836659,0.5799519494196068,0.5388885564869589,0.1833128958031893,0.033440790716821316,0.11829001339936722,0.9351237661542173,0.7207272727272738,
AdaptiveMath-AI,primary_subject_id,220,1640,424,224,0.6426829268292683,estimable,0.7667159399265596,0.860513890569923,0.6003239306661128,0.5435710347086857,0.18494796641943664,0.028557320343483048,0.03708010372618709,1.0084998495054844,0.7115853658536591,
HGB100,primary_subject_id,220,1640,424,224,0.6426829268292683,estimable,0.7561483637823732,0.8544359554413866,0.5757617553335967,0.5520619262959655,0.1886448971001799,0.02234061625091985,0.026835346652871652,0.9543385061537897,0.7097560975609761,
AdaptiveMath-AI,primary_subject_id,221,1604,382,198,0.6259351620947631,estimable,0.7585175962815398,0.8490500344144147,0.6267096261005459,0.5576242824502606,0.19172095803917688,0.042573580198205105,-0.17266905572484534,0.978695476348136,0.7019950124688297,
HGB100,primary_subject_id,221,1604,382,198,0.6259351620947631,estimable,0.7504706175298799,0.8432983359575458,0.6168005799361144,0.5651136685849962,0.19479055527168998,0.045072512252679706,-0.19770683972467668,0.9559627077785712,0.6957605985037425,
AdaptiveMath-AI,primary_subject_id,222,667,221,119,0.8035982008995503,low_support,,,,,,,,,,
HGB100,primary_subject_id,222,667,221,119,0.8035982008995503,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,223,805,247,104,0.7267080745341615,low_support,,,,,,,,,,
HGB100,primary_subject_id,223,805,247,104,0.7267080745341615,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,224,896,266,169,0.734375,low_support,,,,,,,,,,
HGB100,primary_subject_id,224,896,266,169,0.734375,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,225,3348,460,430,0.6547192353643967,estimable,0.7840103127446788,0.8714633290600836,0.621682335450551,0.5244487682139174,0.17615589814786536,0.02531576429176717,-0.03329174399017836,1.0611784044053094,0.7264038231780146,
HGB100,primary_subject_id,225,3348,460,430,0.6547192353643967,estimable,0.779593496640822,0.8698244168332749,0.6168760129232045,0.5277792613832208,0.17781738799735095,0.020882342637549414,0.02565083115005931,1.020703857757767,0.7228195937873336,
AdaptiveMath-AI,primary_subject_id,226,1828,338,181,0.686542669584245,estimable,0.7938076663676875,0.8923640664665303,0.6144012493050496,0.5012037016334281,0.16740031175397915,0.03357578722735178,-0.23751109351499797,1.1812227833706281,0.7494529540481418,
HGB100,primary_subject_id,226,1828,338,181,0.686542669584245,estimable,0.784194461247505,0.8863188356016845,0.6086696509437786,0.5078307607960008,0.17000185028128573,0.03194690783086963,-0.17781242318281978,1.093424804690922,0.7396061269146625,
AdaptiveMath-AI,primary_subject_id,227,1009,246,97,0.6749256689791873,estimable,0.7405402743454735,0.8504756884795688,0.5709932003670284,0.5459372771135831,0.18408273624024443,0.03947149270837041,0.09928693945965288,0.9391134627848275,0.7403369672943492,
HGB100,primary_subject_id,227,1009,246,97,0.6749256689791873,estimable,0.7407126356505844,0.8507474996469852,0.5710125921220508,0.5465349864211558,0.18445590169741213,0.031174772696697266,0.08888611160381195,0.925055036368158,0.7264618434093146,
AdaptiveMath-AI,primary_subject_id,228,1835,300,197,0.6245231607629428,estimable,0.7757898362956157,0.8568205292923958,0.6437450988352196,0.540950032287451,0.18422947167036807,0.023585937102081095,-0.06977123011781511,1.0578235462725265,0.7117166212534044,
HGB100,primary_subject_id,228,1835,300,197,0.6245231607629428,estimable,0.7747747576602665,0.8590740495651852,0.632488114044262,0.5417129801188459,0.18484076626835147,0.028981004140378488,-0.074613576386645,1.0658786071350392,0.7100817438692082,
AdaptiveMath-AI,primary_subject_id,229,884,223,92,0.7432126696832579,low_support,,,,,,,,,,
HGB100,primary_subject_id,229,884,223,92,0.7432126696832579,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,230,2771,518,289,0.6708769397329484,estimable,0.7789411162386886,0.8757164931964736,0.6160955516640997,0.5221107041355477,0.1752827063960994,0.0300442236968575,-0.15650686760067248,1.160496186338111,0.7293395885961711,
HGB100,primary_subject_id,230,2771,518,289,0.6708769397329484,estimable,0.77264971027623,0.8720066709132939,0.6030106489655334,0.526839875978257,0.1773365261135913,0.02420266821762264,-0.13828042737242302,1.1176771393180696,0.7278960664020174,
AdaptiveMath-AI,primary_subject_id,231,1669,354,165,0.6578789694427801,estimable,0.7831106708902364,0.87713308430136,0.6246385759361515,0.5219080086928939,0.1760829206624986,0.028171749962468323,-0.027145916599676325,1.119523726525707,0.7267825044937091,
HGB100,primary_subject_id,231,1669,354,165,0.6578789694427801,estimable,0.7797531892088478,0.87412404616723,0.6198460293442294,0.5250423524759751,0.1772135478003057,0.030228050611699166,-0.020021749958408854,1.0976867918131363,0.7207908927501501,
AdaptiveMath-AI,primary_subject_id,232,1189,296,120,0.6333052985702271,estimable,0.745877346881588,0.8364039682891337,0.5711402844616187,0.5681373086152335,0.19437483782156598,0.04065217728222929,0.03229668314188508,0.8790738888562877,0.6913372582001678,
HGB100,primary_subject_id,232,1189,296,120,0.6333052985702271,estimable,0.7476348428914327,0.8391098378204134,0.578417717464177,0.5659412337603807,0.1937342528956702,0.04282489662021876,0.034378228230834924,0.8894322280290798,0.6921783010933553,
AdaptiveMath-AI,primary_subject_id,233,2813,452,273,0.6878777106292214,estimable,0.7772603933063718,0.8756802523057039,0.6085105196111704,0.5131221280398055,0.17014505399324112,0.0309849059696674,0.045462602581648956,1.1112858962022725,0.7507998578030582,
HGB100,primary_subject_id,233,2813,452,273,0.6878777106292214,estimable,0.7734038483045176,0.8738951166954747,0.6004809847187909,0.5155392745804386,0.17123185856041928,0.027150483965417502,0.07861134132460085,1.0823378951736378,0.7497333807323152,
AdaptiveMath-AI,primary_subject_id,234,1539,343,177,0.6081871345029239,estimable,0.7492266232937942,0.8190410657881497,0.6346028150939017,0.5745631591409939,0.19631290066301102,0.043097400697401506,-0.10095380274115173,0.9588557155107293,0.7082521117608837,
HGB100,primary_subject_id,234,1539,343,177,0.6081871345029239,estimable,0.7482397485507007,0.8192886856204671,0.6260984883132363,0.5744859305797833,0.19654873117082508,0.022147667317532586,-0.07190880238388762,0.963042337308419,0.6965562053281351,
AdaptiveMath-AI,primary_subject_id,235,404,156,59,0.551980198019802,low_support,,,,,,,,,,
HGB100,primary_subject_id,235,404,156,59,0.551980198019802,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,236,510,142,125,0.5137254901960784,low_support,,,,,,,,,,
HGB100,primary_subject_id,236,510,142,125,0.5137254901960784,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,237,2072,423,241,0.6838803088803089,estimable,0.7676905838051666,0.8781459196373613,0.5808520099225836,0.5306912544908629,0.17868779198571189,0.055692688303162624,0.24850218355601664,1.1539792157864581,0.7191119691119681,
HGB100,primary_subject_id,237,2072,423,241,0.6838803088803089,estimable,0.7669606253400729,0.878164085735682,0.572541938167811,0.5331846409174554,0.1797324667031287,0.060608161930626576,0.27285462419196715,1.166774310480841,0.7229729729729719,
AdaptiveMath-AI,primary_subject_id,238,1309,321,107,0.6455309396485867,estimable,0.7737081718016722,0.8501298091811629,0.6534746415835859,0.5368242472535057,0.17937408942068175,0.04044951143696987,-0.0795733291184099,1.1383551063952175,0.7517188693659289,
HGB100,primary_subject_id,238,1309,321,107,0.6455309396485867,estimable,0.7722569373597215,0.8497905297268008,0.6421268221365464,0.5372791704697566,0.1796940154967913,0.03517105051476181,-0.06764124997217984,1.1343973563589587,0.7547746371275792,
AdaptiveMath-AI,primary_subject_id,239,1379,339,115,0.653372008701958,estimable,0.7728442130779917,0.8632850789519705,0.6065534905218184,0.5382253580049907,0.18139004959059268,0.047575523248786195,0.1481877595036449,1.0647414389698102,0.7179115300942711,
HGB100,primary_subject_id,239,1379,339,115,0.653372008701958,estimable,0.7693195380307407,0.8624104701906301,0.6049239490685221,0.5398543737536233,0.18233144082912056,0.04779362322943518,0.1362902930807814,1.0632844020396452,0.7229876722262508,
AdaptiveMath-AI,primary_subject_id,240,810,240,81,0.6765432098765433,low_support,,,,,,,,,,
HGB100,primary_subject_id,240,810,240,81,0.6765432098765433,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,241,1063,303,110,0.6575729068673566,estimable,0.7515721045764023,0.8514829886730229,0.5831832006429164,0.5495735624176846,0.1865414609077392,0.03518997420474508,-0.09229643582469955,1.005141479124191,0.7177798682972714,
HGB100,primary_subject_id,241,1063,303,110,0.6575729068673566,estimable,0.7481390212076967,0.8508616365493641,0.5821553301266396,0.5508671648828045,0.18755349781031838,0.034235488064307804,-0.09244215735083726,0.9866036693481662,0.7196613358419561,
AdaptiveMath-AI,primary_subject_id,242,420,149,84,0.7071428571428572,low_support,,,,,,,,,,
HGB100,primary_subject_id,242,420,149,84,0.7071428571428572,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,243,1651,397,172,0.7001817080557238,estimable,0.7229448463877535,0.8548722099482461,0.5057963831312525,0.5476115682903587,0.1850927546718939,0.039376065345698555,0.2275771020933177,0.961594452328337,0.7183525136281023,
HGB100,primary_subject_id,243,1651,397,172,0.7001817080557238,estimable,0.7104819824543014,0.8468660425851433,0.4955533218084347,0.5568241084914592,0.18892302746365647,0.05343804526574161,0.29240615054844843,0.8961821469870969,0.7032101756511188,
AdaptiveMath-AI,primary_subject_id,244,335,97,64,0.6298507462686567,low_support,,,,,,,,,,
HGB100,primary_subject_id,244,335,97,64,0.6298507462686567,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,245,1365,382,156,0.6446886446886447,estimable,0.7654791471415182,0.8534372686911789,0.6130646243470913,0.5439787754370513,0.18389149691376822,0.03070037019651168,-0.01976399996954928,0.9700878384496143,0.7340659340659326,
HGB100,primary_subject_id,245,1365,382,156,0.6446886446886447,estimable,0.7566307403936269,0.8477818223965454,0.6119489381856035,0.5505482396688541,0.18682025310288636,0.028237616284843853,0.019786191322289853,0.9093577683375202,0.7245421245421231,
AdaptiveMath-AI,primary_subject_id,246,470,200,62,0.6808510638297872,low_support,,,,,,,,,,
HGB100,primary_subject_id,246,470,200,62,0.6808510638297872,low_support,,,,,,,,,,
